楼盘编号,传不3.0更名 -- 名称,楼盘名称,商户楼盘名称,社区类型,电梯数,单元数,楼栋数,楼盘地址,电梯总数,单元总数,楼栋总数,区县,方位,区位,社区居住规模,入住时间,租金,物业费,现售均价
5518,鱼凫阳光,鱼凫阳光,鱼凫阳光,高级住宅,20,10,4,鱼凫路569号,20,10,4,温江区,东方,,700,2008,20,0,6000
,,,鱼凫阳光,,20,10,4,,,,,,,,,,,,
5927,宇众悦城,宇众悦城,宇众悦城,普通住宅,14,6,6,红光路广场路四段216号,14,6,6,郫都区,,,948,2015,20,0,6000
4118,玉锦名都,玉锦名都,玉锦名都,普通住宅,4,2,1,席草田街58号,4,2,1,金牛区,北门,一环内,500,2002,29,1.5,18060
4815,玉锦苑,玉锦苑,玉锦苑,高级住宅,0,6,1,中道街26号,0,6,1,锦江区,东门,一环内,500,2005,44,0.6,27930
3478,玉林都市金岸,玉林都市金岸,玉林都市金岸,高级住宅,20,10,2,玉林南街1号,20,10,2,武侯区,南门,一环至二环,900,2006,34,1.8,22220
,,,都市金岸,,20,10,2,,,,,,,,,,,,
1125,玉林嘉苑,玉林嘉苑,玉林嘉苑,高级住宅,5,5,3,玉林南路3号,5,5,3,武侯区,东方,,440,2005,40,0.5,26400
,,,玉林嘉苑小区,,1,1,1,,,,,,,,,,,,
3531,玉林品上,玉林品上,玉林品上,高级住宅,17,8,3,玉林北街1号,17,8,3,武侯区,南门,一环至二环,1500,2010,41,2,26840
,,,玉林品尚,,17,8,3,,,,,,,,,,,,
3673,玉林生活广场,玉林生活广场,玉林生活广场,商住楼,2,2,1,玉林南路15号,2,2,1,武侯区,南门,二环至三环,500,2002,46,1.6,30360
,,,玉林生活广场,,2,2,2,,,,,,,,,,,,
3818,玉龙大厦,玉龙大厦,,写字楼,,,,玉龙街201号,0,0,0,青羊区,北门,一环内,500,2010,30,1.6,18270
1531,玉泉北苑,玉泉北苑,玉泉北苑,高级住宅,2,1,1,东珠市街11号,2,1,1,青羊区,北门,一环内,500,2009,42,1.6,25200
1532,玉泉南苑,玉泉南苑,玉泉南苑,高级住宅,4,2,1,玉泉苑27号,4,2,1,青羊区,北门,一环内,298,2009,42,1.6,25200
2158,玉沙路综合楼,玉沙路综合楼,玉沙路综合楼,写字楼,1,1,1,玉沙路157号,1,1,1,锦江区,东门,一环内,500,2004,33,1.6,21000
1699,玉双大楼,玉双大楼,玉双大楼,写字楼,2,1,1,玉双路2号,2,1,1,成华区,东门,一环内,1540,2005,32,1.6,19950
1456,玉双大厦,玉双大厦,玉双大厦,写字楼,2,1,1,玉双路1号,2,1,1,成华区,东门,一环内,500,2006,50,5,27300
4806,玉双苑,玉双苑,玉双苑,普通住宅,0,19,5,四威北路7号,0,19,5,青羊区,西门,二环至三环,286,2003,28,0.8,16800
4891,玉馨苑,玉馨苑,,高级住宅,,,,芳草街45号,0,10,3,高新区,南门,一环至二环,500,2001,40,0.8,26620
369,育才都市家园一期,育才都市家园,育才都市家园,高级住宅,29,27,8,晨辉路6号,29,27,8,锦江区,东门,二环至三环,1292,2004,37,1.2,22050
,,,育才都市家园,,13,13,3,,,,,,,,,,,,
3890,育才都市家园二期,育才都市家园二期,育才·都市家园二期,高级住宅,16,16,4,晨晖路166号,16,16,4,锦江区,东门,二环至三环,812,2006,37,1.2,23100
3891,育才都市家园三期,育才都市家园三期,育才·都市家园三期,高级住宅,7,5,2,晨晖路166号,7,5,2,锦江区,东门,二环至三环,812,2007,37,1.2,23100
3892,育才都市家园一期,育才都市家园一期,育才·都市家园一期,高级住宅,6,6,2,晨辉路166号,6,6,2,锦江区,东门,二环至三环,812,2005,37,1.2,23100
4562,育才竹岛,育才竹岛,育才竹岛,普通住宅,31,16,9,中和街道办老成仁路8号,31,16,9,高新区,南门,三环外,1348,2009,50,1.5,17600
,,,育才竹岛,,31,16,9,,,,,,,,,,,,
3884,郁金香广场,郁金香广场,郁金香广场,写字楼,3,1,1,下东大街段36号,3,1,1,锦江区,东门,一环内,330,2006,30,1,18900
5986,钰邸华府,钰邸华府,钰邸华府,普通住宅,16,8,8,大丰高家社区6组88号,16,8,8,新都区,,,541,2012,20,0,6000
6431,御富枫景,御富枫景,,高级住宅,,,,德通桥路453号,0,0,0,温江区,,,1000,2002,0,0,8400
5499,御景台,御景台,御景台,高级住宅,30,15,6,天府大道南段正北下街168号,30,15,6,高新区,东方,,750,2005,43,1.6,12800
6167,御景台,御景台(成都),御景台(成都),高级住宅,28,14,6,正北街下街168号,28,14,6,天府新区,,,1120,2003,0,0,18343
5787,御嶺春天二期,御嶺春天二期,御嶺春天二期,普通住宅,26,13,7,永兴街185号,26,13,7,龙泉驿区,,,2027,2015,27,0,8000
4322,御廷上郡,御廷上郡,御廷上郡,普通住宅,24,12,6,中和大道三段189号,24,12,7,高新区,南门,三环外,900,2013,29,1.4,19140
,,,御廷上郡,,24,12,7,,,,,,,,,,,,
6287,御源大湖区,御源大湖区,御源大湖区,高级住宅,75,64,31,驿都大道中路900号,75,64,31,龙泉驿区,,,7220,2004,0,0,10992
4988,裕民大厦,裕民大厦,裕民大厦,写字楼,4,2,2,锦城大道999号,4,2,2,高新区,南门,二环至三环,500,2012,33,1.8,22000
1513,元亨商务楼,元亨商务楼,元亨商务楼,商住楼,2,1,1,蜀汉路235号,2,1,1,金牛区,西门,二环至三环,500,2007,47,1.2,28000
589,元益花园一期,元益花园,元益花园,普通住宅,36,18,4,光华大道一段866号,36,18,4,青羊区,北门,三环外,607,2012,50,1.6,16200
,,,元益花园一期,,34,17,4,,,,,,,,,,,,
590,元益花园二期,元益花园二期,元益花园二期,普通住宅,31,16,4,光华大道一段866号,32,16,4,青羊区,北门,三环外,900,2012,29,1.6,17100
,,,元益花园二期,,32,16,4,,,,,,,,,,,,
1127,园中苑,园中苑,园中苑,普通住宅,3,3,1,晋明街26号,3,3,3,武侯区,东方,,260,2005,28,1,16600
,,,园中苑,,3,3,1,,,,,,,,,,,,
,,,园中苑,,3,3,3,,,,,,,,,,,,
2355,原景晓筑,原景晓筑,原景晓筑,普通住宅,6,6,2,摸底河沿街15号,6,6,2,青羊区,西门,一环内,500,2002,50,1.6,16380
,,,原景晓筑,,6,6,2,,,,,,,,,,,,
114,缘点酒店,缘点酒店,,商业中心,,,,东通顺街4号,0,0,0,金牛区,北门,一环内,426,2007,50,1.6,23100
5551,源锋水畔经典,源锋水畔经典,源锋水畔经典,高级住宅,22,10,6,驷马桥路14号,22,10,6,成华区,东方,,500,2009,0,0,19799
,,,源锋水畔经典,,22,10,6,,,,,,,,,,,,
6527,源上湾万融城三期,源上湾 万融城三期 D区,,高级住宅,,,,兴贸路333号,0,0,0,新都区,,,1320,2005,0,0,8669
6528,源上湾国际社区二期,源上湾国际社区二期,,高级住宅,,,,宏发路388号,0,0,0,新都区,,,1933,2005,0,0,8867
6529,,源上湾国际社区千叶郡北区,,高级住宅,,,,兴贸路599号,0,0,0,新都区,,,1267,2004,0,0,8667
5838,远大.林语城三期,远大.林语城三期,远大.林语城三期,普通住宅,15,15,5,东升航空路东段6号,15,15,5,双流区,,,380,2015,27,0,8000
5377,远大·林语城,远大·林语城,远大·林语城,高级住宅,35,35,18,东升镇航空路东段6号,35,35,18,成华区,东方,,2000,2016,37,2.8,11000
5397,远大第五季,远大第五季,远大第五季,高级住宅,7,2,2,锦韵路1178号,7,2,2,高新区,东方,,2000,2014,50,2.8,15000
4219,,远大都市风景4.5期,远大都市风景4.5期,普通住宅,25,25,9,中和镇道姐儿堰路51号,0,0,0,高新区,南门,三环外,550,2006,29,1.4,19360
6129,远大都市风景二期,远大都市风景二期,远大都市风景二期,高级住宅,25,25,8,中和姐儿堰路51号,25,25,8,高新区,,,1333,2000,0,0,17548
1829,远大都市风景三期,远大都市风景三期,远大都市风景三期,普通住宅,22,11,4,中和老成仁路168号,22,11,4,高新区,南门,三环外,580,2009,50,1.5,16500
4983,远大都市风景四期,远大都市风景四期,远大都市风景四期,高级住宅,14,7,7,老成仁路99号,14,7,7,高新区,南门,三环外,600,2011,33,1.5,22000
1558,远大都市风景五期,远大都市风景五期,远大都市风景五期,普通住宅,7,2,2,老成仁路99号,7,2,2,高新区,南门,三环外,720,2011,29,1.8,17380
5398,远大优悠风景,远大优悠风景,远大优悠风景,高级住宅,22,11,4,锦韵路868号,22,11,4,高新区,东方,,2000,2012,50,2.8,15000
5730,远光.水印城,远光.水印城,远光.水印城,高级住宅,21,7,2,华阳正北下街166号,21,7,2,天府新区,,,993,2010,33,0,10000
3694,远鸿方程式,远鸿方程式,远鸿方程式,商住楼,8,7,2,置信路2号,8,7,2,武侯区,西门,二环至三环,464,2005,32,1,19000
,,,远鸿方程式,,4,4,2,,,,,,,,,,,,
3287,远洋·朗郡,远洋·朗郡,远洋·朗郡,高级住宅,32,16,9,两河西一路129号,32,16,9,金牛区,西门,三环外,1172,2012,30,1.2,18400
,,,远洋朗郡,,32,16,9,,,,,,,,,,,,
1622,苑锦华,苑锦华,锦华苑（成都）,普通住宅,10,5,2,新都石板滩镇新华街1号,0,0,0,成华区,北门,三环外,500,2014,50,1.4,12600
3532,月光诚品,月光诚品,月光诚品,普通住宅,20,10,4,武侯大道双楠段100号,20,10,4,武侯区,西门,二环至三环,612,2012,33,1.8,19600
,,,月光诚品,,20,10,4,,,,,,,,,,,,
699,月光琉域,月光琉域,月光琉域,商住楼,19,6,4,广福路99号,19,6,4,武侯区,西门,一环至二环,1173,2010,50,1.6,30000
6432,月映长滩,月映长滩,,高级住宅,,,,金马镇太极大道666号,0,0,0,温江区,,,170,2003,0,0,9000
4868,悦民苑,悦民苑,悦民苑,高级住宅,0,37,14,同和路98号,0,37,14,金牛区,西门,二环至三环,300,2002,30,0.8,18400
6433,越鞠苑,越鞠苑,,高级住宅,,,,学府路北段128号,0,0,0,温江区,,,1543,2000,0,0,8500
5451,云湖阳光,云湖阳光,云湖阳光,写字楼,1,1,1,晋吉南路28号,1,1,1,武侯区,东方,,100,2004,33,1.6,9800
,,,云湖阳光,,1,1,1,,,,,,,,,,,,
5118,云景豪庭,云锦豪庭,云锦豪庭,商住楼,11,5,2,站北东街188号,0,0,0,金牛区,北门,二环至三环,300,2010,50,1,23400
4516,云景豪庭,云景豪庭,云景豪庭,商住楼,11,5,2,站北东街188号,11,5,2,成华区,北门,二环至三环,900,2011,50,1,11700
,,,云景豪庭,,11,5,2,,,,,,,,,,,,
,,,云景豪庭,,11,5,2,,,,,,,,,,,,
6211,云景豪庭,云景豪庭（成都）,云景豪庭（成都）,高级住宅,11,5,2,站北东街188号,11,5,2,金牛区,,,1867,2004,0,0,15421
2160,云龙大厦,云龙大厦,云龙大厦,写字楼,1,1,1,锣锅巷122号,1,1,1,锦江区,北门,一环内,500,2000,50,1.6,31500
4446,,云水苑,云水苑,普通住宅,4,2,2,崔家店路379号,0,0,0,成华区,北门,二环至三环,328,2012,31,2,16920
253,云水苑A区,云水苑A区,云水苑A区,高级住宅,4,2,2,崔家店路379号,4,2,2,成华区,北门,二环至三环,833,2010,38,2,23040
254,云水苑B区,云水苑B区,云水苑B区,高级住宅,6,3,3,崔家店路379号,6,3,3,成华区,北门,二环至三环,600,2009,38,2,23040
3646,云天商厦,云天商厦,云天商厦,写字楼,4,2,1,一环路北一段436号,4,2,1,金牛区,北门,一环至二环,320,1997,30,1.6,27000
,,,云天商厦,,4,2,1,,,,,,,,,,,,
,,,云天商厦,,0,0,0,,,,,,,,,,,,
,,,云天商厦,,4,2,1,,,,,,,,,,,,
1181,云翔金谷,云翔金谷,云翔金谷,普通住宅,6,3,1,蜀西路39号,6,3,1,金牛区,西门,三环外,300,2007,30,1.6,18000
,,,云翔金谷,,6,3,1,,,,,,,,,,,,
4209,云翔远景,云翔远景,云翔远景,普通住宅,4,4,2,永顺街2号,4,4,2,武侯区,南门,二环至三环,500,2007,30,1.6,18700
,,,云翔远景,,4,4,2,,,,,,,,,,,,
,,,云翔远景,,4,2,1,,,,,,,,,,,,
,,,云翔远景,,4,4,2,,,,,,,,,,,,
1131,云影苑,云影苑,云影苑,普通住宅,4,4,1,云影路1号,4,4,1,武侯区,西门,二环至三环,500,2002,28,0.8,17000
,,,蓝光.云影苑,,4,4,1,,,,,,,,,,,,
2161,在水一方,在水一方,在水一方（成都）,商住楼,2,1,1,东城拐下街27号,2,1,1,锦江区,东门,一环内,500,2005,28,1.5,17850
,,,在水一方,,2,1,1,,,,,,,,,,,,
6257,在水一方,在水一方（成都）,在水一方（成都）,高级住宅,2,1,1,东城拐下街27号,2,1,1,锦江区,,,143,2004,0,0,16868
1457,站北苑,站北苑,,普通住宅,,,,站北路34号,0,0,0,成华区,北门,二环至三环,528,2001,50,0.4,10800
1458,招商·雍华府一期,招商·雍华府一期,招商雍华府一期,高级住宅,10,10,7,双荆路6号,20,10,7,成华区,北门,二环至三环,256,2013,33,2.3,18000
,,,招商·雍华府一期,,20,10,7,,,,,,,,,,,,
3254,,招商东城国际,,商住楼,,,,建设路与2环路交界处,0,0,0,成华区,东门,一环至二环,500,2015,50,12.6,24360
249,招商雍华府二期,招商雍华府二期,雍华府二期,普通住宅,16,8,4,双荆路2号,46,23,13,成华区,北门,二环至三环,1200,2014,29,2.3,17100
,,,招商·雍华府二期,,46,23,13,,,,,,,,,,,,
250,招商雍华府三期,招商雍华府三期,雍华府三期,普通住宅,14,7,4,双荆路2号,14,7,4,成华区,北门,二环至三环,333,2014,29,2.3,17100
257,招商雍华府四期,招商雍华府四期,招商雍华府四期,高级住宅,10,5,3,双荆路2号,10,5,3,成华区,北门,二环至三环,667,2014,30,2.3,18000
4411,昭艺大厦,昭艺大厦,昭艺大厦,写字楼,2,1,1,一环路西三段279号,2,1,1,金牛区,西门,一环内,586,2004,40,1.2,25200
,,,昭艺大厦,,2,1,1,,,,,,,,,,,,
,,,昭艺大厦,,0,0,0,,,,,,,,,,,,
,,,昭艺大厦,,1,1,1,,,,,,,,,,,,
6482,兆信国际,兆信国际,,写字楼,,,,武兴路86号,0,0,0,武侯区,,,2347,2002,0,0,11000
6258,正成财富ID,正成 财富ID,正成 财富ID,写字楼,8,2,1,梓潼桥西街2号,8,2,1,锦江区,,,1173,2004,0,0,12000
4596,正成财富ID,正成财富ID,正成 财富ID,写字楼,8,2,1,梓潼桥西街2号,9,4,3,锦江区,东门,一环内,942,2007,40,2,25200
,,,正成财富ID,,8,2,1,,,,,,,,,,,,
,,,正成财富ID,,9,4,3,,,,,,,,,,,,
6483,正成商翼,正成 商翼,,写字楼,,,,簧门街36号,0,0,0,武侯区,,,1173,2004,0,0,10000
6362,正成香域,正成 香域,正成 香域,高级住宅,4,4,1,正通顺街69号,4,4,1,青羊区,,,408,1997,0,0,23315
5932,正成·名城左岸,正成.名城左岸,正成.名城左岸,普通住宅,20,10,6,红佳路6号,20,10,6,郫都区,,,1377,2009,20,0,6000
3364,正成·城市乐章,正成·城市乐章,正成·城市乐章,普通住宅,16,8,3,永康路17号,16,8,3,武侯区,东方,,838,2015,30,1.8,18040
1545,正成东区1号,正成·东区1号,,普通住宅,,,,成华大道理工侧成华村8组1号,0,0,0,成华区,东门,二环至三环,1132,2016,50,2.2,15960
3414,正成东区1号,正成东区1号,正成.东区1号,普通住宅,18,9,6,龙潭立交内侧龙腾E线,18,9,6,成华区,北门,二环至三环,1221,2015,28,2.2,14400
,,,正成东区一号,,18,9,6,,,,,,,,,,,,
4595,正成财富领地,正成财富领地,正成财富领地,商住楼,9,3,3,北大街19号,9,3,3,青羊区,北门,一环内,646,2011,31,1.8,19950
,,,正成财富领地,,9,3,3,,,,,,,,,,,,
,,,正成财富领地,,9,3,1,,,,,,,,,,,,
4593,正成城市乐章,正成城市乐章,正成城市乐章,普通住宅,16,8,3,永康路17号,16,8,3,武侯区,东方,,838,2015,50,1.8,18040
,,,正成城市乐章,,16,8,3,,,,,,,,,,,,
4709,正成广场,正成广场,正成广场,写字楼,4,2,2,永康路17号,4,2,2,武侯区,南门,三环外,500,2015,60,6,17600
4592,正成金楠尚府,正成金楠尚府,正成·金楠尚府,普通住宅,4,2,2,果丰路,7,4,3,武侯区,西门,二环至三环,321,2016,30,2.3,15000
,,,正成金楠尚府,,4,2,2,,,,,,,,,,,,
,,,正成金楠尚府,,7,4,3,,,,,,,,,,,,
5139,正成拉斐一期,正成拉斐,正成拉斐,普通住宅,2,2,2,兴科北路8号,38,19,10,金牛区,西门,三环外,521,2013,33,1.8,18600
,,,正成拉斐,,38,19,10,,,,,,,,,,,,
2001,正成拉斐二期,正成拉斐二期,正成拉斐二期,高级住宅,12,6,4,兴科北路8号,12,6,4,金牛区,西门,三环外,782,2013,33,1.8,20000
,,,正成拉斐二期,,12,6,4,,,,,,,,,,,,
3394,正成拉斐一期,正成拉斐一期A,正成.拉斐一期A,普通住宅,16,8,3,兴科北路8号,16,8,3,金牛区,西门,三环外,521,2013,31,1.8,18600
5078,正成拉斐一期,正成拉斐一期B,正成.拉斐一期B,普通住宅,10,5,3,兴科北路8号,10,5,3,金牛区,西门,三环外,521,2013,30,1.8,18600
4605,正成凌江尚府,正成凌江尚府,正成凌江尚府,普通住宅,10,5,2,旺泉街10号,10,5,2,金牛区,北门,二环至三环,703,2009,50,1.5,13860
,,,正成凌江尚府,,10,5,2,,,,,,,,,,,,
,,,正成凌江尚府,,10,5,2,,,,,,,,,,,,
4590,正成商翼,正成商翼,正成 商翼,写字楼,2,1,1,簧门街36号,2,1,1,武侯区,南门,一环内,500,2003,30,1.6,21000
,,,正成商翼,,2,1,1,,,,,,,,,,,,
,,,正成商翼,,2,1,1,,,,,,,,,,,,
4594,正成香域,正成香域,正成 香域,商住楼,4,4,1,正通顺街69号,4,4,2,青羊区,北门,一环内,500,2006,36,1.5,23100
,,,正成香域,,4,4,1,,,,,,,,,,,,
,,,正成香域,,3,2,2,,,,,,,,,,,,
2358,正成艺墅洋房,正成艺墅洋房,正成艺墅洋房,普通住宅,21,21,5,导航路910号,21,21,5,青羊区,西门,三环外,732,2009,50,1.5,16000
,,,正成艺墅洋房,,21,21,5,,,,,,,,,,,,
3714,正好花园,正好花园,正好花园,普通住宅,2,1,1,东珠市街18号,2,1,1,青羊区,北门,一环内,500,2001,31,0.8,19320
,,,正好花园,,2,1,1,,,,,,,,,,,,
,,,正好花园,,2,1,1,,,,,,,,,,,,
4248,正黄·金域国际,正黄·金域国际,正黄·金域国际,商住楼,4,2,1,同心路1号,4,2,1,金牛区,东方,,900,2008,30,1.6,23100
75,正黄上岭,正黄上岭,正黄上岭,高级住宅,6,3,1,丝竹路89号,6,3,1,武侯区,南门,二环至三环,500,2007,62,1.8,28000
,,,正黄·上岭,,6,3,1,,,,,,,,,,,,
3533,正基·城市主场,正基·城市主场,正基·城市主场,商住楼,12,4,1,武阳大道一段488号,12,4,1,武侯区,西门,二环至三环,690,2013,32,1.6,19200
,,,正基城市主场,,12,4,1,,,,,,,,,,,,
2003,正天影城,正天影城,正天影城,商业中心,3,1,1,西华大道6号华侨城公园内,0,0,0,金牛区,北门,三环外,300,2010,30,1.6,16200
5231,正熙国际,正熙·国际,正熙·国际,商住楼,1,1,1,红星路三段16号,1,1,1,锦江区,东门,一环内,1173,2006,67,1.8,28000
4203,正熙国际,正熙国际,正熙国际,商住楼,1,1,1,红星路三段16号,3,1,1,锦江区,东门,一环内,800,2000,30,15,29400
,,,正熙国际,,3,1,1,,,,,,,,,,,,
2163,正熙国际大厦,正熙国际大厦,正熙国际大厦,写字楼,1,1,1,红星路三段16号,2,1,1,锦江区,东门,一环内,500,2008,63,15,30000
,,,正熙国际大厦,,2,1,1,,,,,,,,,,,,
3593,证大正府,证大正府,证大正府,商住楼,7,3,3,正府街173号,7,3,3,青羊区,北门,一环至二环,468,2002,33,2,18000
,,,证大正府,,7,3,3,,,,,,,,,,,,
,,,证大正府,,7,3,3,,,,,,,,,,,,
4458,芝华室,芝华室,芝华室,普通住宅,3,1,1,染靛街41-59号,3,1,1,武侯区,南门,一环内,350,2004,33,1.6,20790
,,,芝华室2,,3,1,1,,,,,,,,,,,,
5769,芝龙商城,芝龙商城,芝龙商城,写字楼,3,2,2,欧鹏大道3号,3,2,2,龙泉驿区,,,40,2005,27,0,8000
3728,知贤坊,知贤坊,知贤坊,高级住宅,4,2,1,春晓路8号,4,2,1,青羊区,北门,二环至三环,500,2009,33,1.2,18000
,,,知贤坊,,4,2,1,,,,,,,,,,,,
,,,知贤坊,,4,2,1,,,,,,,,,,,,
891,直销鞋城,直销鞋城,直销鞋城,商业中心,6,1,1,鞋都南路139号,6,1,1,武侯区,南门,三环外,943,2006,73,1.6,28000
4769,芷泉公寓,芷泉公寓,芷泉公寓,普通住宅,0,5,2,芷泉街31号,0,5,2,武侯区,东门,一环内,500,2000,29,0.3,18270
1700,指南针大厦,指南针大厦,指南针大厦,写字楼,1,1,1,双林路1号,1,1,1,成华区,东门,一环内,350,2004,30,1.6,19110
3232,致瑞雅苑A区,致瑞雅苑A区,致瑞雅苑A区,高级住宅,11,4,4,晨辉路188号,11,4,4,锦江区,东门,二环至三环,700,2015,33,1.6,21000
,,,致瑞雅苑A区,,11,4,4,,,,,,,,,,,,
3233,致瑞雅苑B区,致瑞雅苑B区,致瑞雅苑B区,高级住宅,22,8,8,晨辉路33号,22,8,8,锦江区,东门,二环至三环,1300,2015,33,1.6,21000
,,,致瑞雅苑B区,,22,8,8,,,,,,,,,,,,
2004,智慧康城,智慧康城,智慧康城,普通住宅,3,3,2,星河路89号,3,3,2,金牛区,北门,一环内,900,2002,28,0.7,17850
2438,智领大厦,智领大厦,智领大厦,写字楼,6,3,1,武兴五路77号,6,3,2,武侯区,南门,三环外,400,2010,29,4,17600
,,,智领大厦,,6,3,2,,,,,,,,,,,,
3648,智业世纪加州,智业世纪加州,智业世纪加州,写字楼,8,2,2,沙湾东二路1、5号,8,2,2,金牛区,北门,一环至二环,702,2012,32,6.5,17280
,,,智业.世纪加州,,4,2,2,,,,,,,,,,,,
,,,智业.世纪加州A、B座,,8,2,2,,,,,,,,,,,,
6484,置信.城市会所,置信.城市会所,,商住楼,,,,武科东一路15号,0,0,0,武侯区,,,880,2004,0,0,12000
5934,置信.逸都B区,置信.逸都B区,置信.逸都B区,普通住宅,17,9,4,南北大道168号,17,9,4,郫都区,,,652,2014,27,0,8000
5935,置信.逸都C区,置信.逸都C区,置信.逸都C区,普通住宅,20,7,4,南北大道168号,20,7,4,郫都区,,,767,2014,27,0,8000
5936,置信.逸都D区,置信.逸都D区,置信.逸都D区,普通住宅,24,9,5,南北大道168号,24,9,5,郫都区,,,889,2014,27,0,8000
1134,置信·城市会所一期,置信·城市会所,置信.城市会所,商住楼,2,2,2,武科东一路15号,2,2,2,武侯区,西门,三环外,667,2007,40,1.6,24000
1135,置信·城市会所二期,置信·城市会所二期,置信。城市会所二期,写字楼,4,2,2,武科东一路17号,0,0,0,武侯区,西门,三环外,500,2011,33,1.6,20000
77,置信·城市会所一期,置信城市会所,置信城市会所,商住楼,2,1,1,武科东一路15号,2,1,1,武侯区,东方,,400,2010,37,1.2,22000
6485,,置信城市会所二期,,写字楼,,,,武科东一路17号,0,0,0,武侯区,,,2347,2000,0,0,6842
1137,置信·丽府二期,置信·丽府二期,置信。丽府二期,商住楼,16,8,3,丽都路597号,0,0,0,武侯区,南门,二环至三环,400,2012,59,2.6,35200
1136,置信·丽府一期,置信·丽府一期,置信。丽府一期,商住楼,20,10,5,丽都路599号,0,0,0,武侯区,东方,,840,2012,55,2.6,33000
2360,置信·丽舍滨江商务楼,置信·丽舍滨江商务楼,置信·丽舍滨江商务楼,写字楼,2,1,1,上池正街41号,2,1,1,青羊区,南门,一环内,500,2001,30,1.6,18900
1138,置信广场大厦,置信广场大厦,置信广场大厦,写字楼,4,2,1,双楠街9号,4,2,1,武侯区,西门,二环至三环,500,2005,40,1.6,24000
1139,置信花园,置信花园,置信花园,高级住宅,5,5,5,双楠路5号,5,5,5,武侯区,西门,二环至三环,500,2000,40,1.8,24000
,,,置信花园,,5,5,1,,,,,,,,,,,,
1140,置信丽都A区,置信花园城AB区（成都）,置信花园城AB区（成都）,高级住宅,22,11,7,武侯立交聚萃街377号,22,11,7,武侯区,西门,一环至二环,1173,2004,40,1.8,24000
1141,置信丽都B区,置信丽都B区,置信丽都B区,高级住宅,6,6,1,丽都路3号,6,6,1,武侯区,东方,,700,2006,44,1.5,26400
1142,置信丽都C区,置信丽都C区,置信丽都C区,高级住宅,18,9,9,丽都路6号,18,9,9,武侯区,南门,二环至三环,933,2006,44,1.5,26400
1143,置信丽都D区,置信丽都D区,置信丽都D区,高级住宅,12,6,6,成都丽都路3号附1号,12,6,6,武侯区,东方,,500,2006,40,1.8,24000
1145,置信丽都花园城C区,置信丽都花园城C区,置信丽都花园城C区,高级住宅,18,9,7,聚翠街366号,18,9,7,武侯区,南门,三环外,1320,2008,44,1.8,26400
1146,置信丽都花园城D区,置信丽都花园城D区,置信丽都花园城D区,高级住宅,20,10,8,聚萃街377号,20,10,8,武侯区,西门,三环外,402,2008,40,1.8,24000
1144,置信丽都花园城·别墅,置信丽都花园城·别墅,置信丽都花园城。别墅,商住楼,19,19,13,太平园中路197号,0,0,0,武侯区,南门,二环至三环,333,2010,55,1.8,33000
6486,,置信丽都花园城别墅,,高级住宅,,,,太平园中路197号,0,0,0,武侯区,,,150,2002,0,0,30000
1148,置信丽都花园城D区,置信丽都花园城内侧D区,置信丽都花园城内侧D区,商住楼,16,8,4,太平园中路166号,16,8,4,武侯区,东方,,1153,2010,43,1.8,25520
1147,置信丽都花园城A区,置信丽都花园城内侧·A区,置信丽都花园城内侧·A区,高级住宅,39,21,10,太平园中六路199号,39,21,10,武侯区,东方,,432,2009,44,1.8,26400
6363,置信丽都玉园·天俊,置信丽都玉园.天俊,置信丽都玉园.天俊,高级住宅,12,6,4,绿杨路107号,12,6,4,青羊区,,,600,1997,0,0,18292
2361,置信丽都玉园·天俊,置信丽都玉园·天俊,置信丽都玉园.天俊,普通住宅,12,6,4,绿杨路107号,12,6,4,青羊区,西门,二环至三环,384,2001,33,1,19600
6364,置信丽都玉园三期,置信丽都玉园三期,置信丽都玉园三期,高级住宅,8,4,4,光华大道一段57号,8,4,4,青羊区,,,683,1998,0,0,18292
6487,置信丽府二期,置信丽府二期,,高级住宅,,,,丽都路597号,0,0,0,武侯区,,,882,2004,0,0,27172
6488,置信丽府一期,置信丽府一期,,高级住宅,,,,丽都路597号,0,0,0,武侯区,,,882,2004,0,0,27172
2363,置信丽舍滨江,置信丽舍滨江,置信丽舍滨江,普通住宅,2,2,2,上池正街41号,2,2,2,青羊区,南门,一环内,500,2001,30,1.6,18900
5615,置信逸都城市会所,置信逸都城市会所,置信逸都城市会所,高级住宅,8,4,2,武科东一路15号,8,4,2,武侯区,东方,,860,2005,0,0,16728
2362,置信玉园·清水湾,置信玉园·清水湾,置信丽都玉园_清水湾,普通住宅,8,4,2,瑞联路189号,0,0,0,青羊区,西门,三环外,588,2011,50,1.9,16000
592,中川大厦,中川大厦,中川大厦,商住楼,1,1,1,西安北路28号,0,0,0,青羊区,北门,一环内,1377,2005,53,1.6,31500
3601,中大·君悦金沙六期,中大·君悦金沙六期,中大君悦金沙六期,高级住宅,14,7,3,金祥路58号,0,0,0,青羊区,北门,二环至三环,621,2013,37,1.8,20160
3602,中大·君悦金沙七期,中大·君悦金沙七期,中大君悦金沙七期,高级住宅,20,10,10,金鹏街388号,0,0,0,青羊区,北门,二环至三环,942,2015,35,1.8,18900
3603,中大·君悦金沙三期,中大·君悦金沙三期,中大君悦金沙三期,高级住宅,8,4,4,金祥路15号,8,4,1,青羊区,北门,二环至三环,413,2009,35,1.8,18720
,,,中大.君悦金沙三期,,8,4,1,,,,,,,,,,,,
