城市,楼盘编号,传不3.0更名 -- 名称,楼盘名称,商户楼盘名称,社区类型,状态,媒体类型,经营商户,电梯数,单元数,楼栋数,楼盘地址,禁忌行业,单价,电梯总数,单元总数,楼栋总数,促销价格,是否活动,媒体类型占比,区县,方位,区位,社区居住规模,入住时间,租金,物业费,现售均价,缩略图,大门图片,单元图片,电梯图片,经度,纬度,状态,资源录入时间,资源录入人员,操作时间,操作人员,楼盘备注
成都,2406,爱家利苑,爱家利苑,爱家利苑(成都),商住楼,开启,电梯框架,分众传媒,5,5,2,锦华路1号,,199,5,5,2,0,2,"a:1:{s:7:""media_1"";d:100;}",锦江区,东门,二环至三环,400,2010,32,1.6,18900,./Uploads/ico/2016-04-26/571f1e4de5bca.jpg,./Uploads/ico/2016-04-26/571f1e4de5bca.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.095715,30.620981,开启,2016年08月03日 17点19分40秒,yanglianqi,2017年12月20日 14点43分52秒,杨镰齐,
成都,6213,删除,爱家利苑(成都),爱家利苑(成都),商住楼,开启,电梯框架,分众传媒,5,5,2,锦华路1号,,199,5,5,2,0,2,"a:1:{s:7:""media_1"";d:100;}",锦江区,,,880,2004,0,0,26000,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,103.986794,30.563365,开启,1970年01月01日 08点00分00秒,,1970年01月01日 08点00分00秒,,
成都,79,爱家特区,爱家特区,爱家特区,高级住宅,开启,电梯框架,四川城市纵横传播有限公司,5,5,5,紫藤路1号,,99,5,5,5,0,0,"a:3:{s:7:""media_1"";d:39;s:7:""media_3"";d:38;s:7:""media_5"";d:23;}",武侯区,西门,一环内,500,2000,39,1,24780,./Uploads/thumb/2017-03-31/58ddcbca536e0.jpg,./Uploads/ico/2017-03-31/58ddcbca536e0.JPG,./Uploads/ico/2017-03-31/58ddcbca53904.jpg,./Uploads/ico/2017-03-31/58ddcbca53bee.jpg,104.026126,30.648165,开启,2016年03月04日 16点58分06秒,yanglianqi,2017年12月20日 14点43分18秒,杨镰齐,多层住宅小区
,,,,爱家特区,,开启,门贴,成都众燚,5,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,爱家特区,,开启,等候区框架,厅阅传媒,0,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,5857,爱家新天地A区,爱家新天地A区,爱家新天地A区,普通住宅,开启,电梯框架,飞廉传媒,2,2,1,白马庙街169号,,99,2,2,1,0,0,"a:1:{s:7:""media_1"";d:100;}",温江区,,,85,2007,20,0,6000,./Uploads/ico/2018-02-07/5a7a9d262b22d.jpg,./Uploads/ico/2018-02-07/5a7a9d262b22d.jpg,,./Uploads/ico/2018-02-07/5a7a9d2b6e034.jpg,103.840316,30.70549,开启,1970年01月01日 08点00分00秒,,1970年01月01日 08点00分00秒,,
成都,5858,爱家新天地B区,爱家新天地B区,爱家新天地B区,普通住宅,开启,电梯框架,飞廉传媒,4,4,1,白马庙街169号,,99,4,4,1,0,0,"a:1:{s:7:""media_1"";d:100;}",温江区,,,95,2007,20,0,6000,./Uploads/ico/2018-02-07/5a7a9d262b22d.jpg,./Uploads/ico/2018-02-07/5a7a9d262b22d.jpg,,./Uploads/ico/2018-02-07/5a7a9d2b6e034.jpg,103.840316,30.70549,开启,1970年01月01日 08点00分00秒,,1970年01月01日 08点00分00秒,,
成都,2405,爱家馨城,爱家馨城,爱家馨城,高级住宅,开启,电梯框架,分众传媒,12,12,4,永盛路南街11号,,199,12,12,4,0,2,"a:1:{s:7:""media_1"";d:100;}",武侯区,西门,二环至三环,637,2005,31,1.2,18440,./Uploads/ico/2016-04-26/571f1e4de5bca.jpg,./Uploads/ico/2016-04-26/571f1e4de5bca.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.028448,30.637489,开启,2016年08月03日 17点19分40秒,yanglianqi,2017年12月20日 14点43分52秒,杨镰齐,
成都,4939,删除,爱家馨苑,,普通住宅,,,,,,,桃蹊路389号,,99,0,9,3,0,0,"a:1:{s:7:""media_1"";d:100;}",成华区,北门,二环至三环,252,2002,50,12,13500,./Uploads/thumb/2017-03-09/58c10f1431c24.jpg,./Uploads/ico/2017-03-09/58c10f1431c24.JPG,./Uploads/ico/2017-03-10/58c27e6fc78b2.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.113432,30.685285,开启,2017年01月12日 17点32分10秒,yanglianqi,2017年12月20日 14点44分23秒,杨镰齐,多层住宅小区
成都,2181,爱丽舍,爱丽舍,爱丽舍,商住楼,开启,电梯框架,分众传媒,4,2,1,黄忠路5号,,199,4,2,2,0,2,"a:2:{s:7:""media_1"";d:50;s:7:""media_3"";d:50;}",青羊区,西门,二环至三环,360,2004,28,1.2,16600,./Uploads/ico/2016-04-26/571f1e4de5bca.jpg,./Uploads/ico/2016-04-26/571f1e4de5bca.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.015055,30.689741,开启,2016年07月29日 10点47分19秒,yanglianqi,2017年12月20日 14点43分48秒,杨镰齐,
,,,,爱丽舍,,开启,门贴,中广众易,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,5836,爱琴海,爱琴海,爱琴海,普通住宅,开启,电梯框架,飞廉传媒,6,4,3,蛟龙港高新大道68号,,99,6,4,3,0,0,"a:1:{s:7:""media_1"";d:100;}",双流区,,,728,2010,20,0,6000,./Uploads/ico/2018-02-07/5a7a9d262b22d.jpg,./Uploads/ico/2018-02-07/5a7a9d262b22d.jpg,,./Uploads/ico/2018-02-07/5a7a9d2b6e034.jpg,103.910214,30.615838,开启,1970年01月01日 08点00分00秒,,1970年01月01日 08点00分00秒,,
成都,2182,爱舍尔花园,爱舍尔花园,爱舍尔花园,普通住宅,开启,电梯框架,分众传媒,6,6,6,大安西路54-58,,199,6,6,6,0,2,"a:1:{s:7:""media_1"";d:100;}",青羊区,北门,一环内,560,2006,32,1.6,19950,./Uploads/ico/2016-04-26/571f1e4de5bca.jpg,./Uploads/ico/2016-04-26/571f1e4de5bca.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.075,30.6764,开启,2016年07月29日 10点47分19秒,yanglianqi,2017年12月20日 14点43分48秒,杨镰齐,
成都,3869,爱斯特大厦,爱斯特大厦,爱斯特大厦,写字楼,开启,电梯框架,经典视线,2,1,1,科园南路9号附1号,,99,2,1,1,0,0,"a:1:{s:7:""media_1"";d:100;}",高新区,南门,二环至三环,500,2013,30,1.6,19800,./Uploads/thumb/2016-06-03/5751460a43774.jpg,./Uploads/ico/2016-06-03/5751460a43774.JPG,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.02973,30.614012,开启,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分05秒,杨镰齐,
成都,5168,爱心大厦,爱心大厦,爱心大厦,写字楼,禁用,电子屏,博景传媒,2,1,1,总府路20号,,99,0,0,0,0,0,a:0:{},锦江区,东门,一环内,500,2013,40,8,27258,./Uploads/ico/2017-06-14/m_5940fff80992e.jpg,./Uploads/ico/2017-06-14/5940fff80992e.jpg,./Uploads/ico/2017-06-14/5940fff80ff2d.jpg,./Uploads/ico/2017-06-14/5940fff815eea.jpg,104.077372,30.658313,禁用,2017年06月07日 15点02分00秒,yanglianqi,2017年12月20日 14点44分27秒,杨镰齐,
成都,3944,爱悦酒店,爱悦酒店,爱悦酒店,商业中心,禁用,电子屏,亦云传媒,1,1,1,星汉北路28号,,99,0,0,0,0,0,a:0:{},金牛区,北门,二环至三环,576,2008,50,1.2,14220,./Uploads/ico/2017-05-10/m_5912a99fecc68.jpg,./Uploads/ico/2017-05-10/5912a99fecc68.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.043697,30.718294,禁用,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分06秒,杨镰齐,
成都,81,安居苑,安居苑,安居苑,高级住宅,开启,电梯框架,四川城市纵横传播有限公司,4,4,4,成华街9号,,99,4,4,4,0,0,"a:2:{s:7:""media_1"";d:50;s:7:""media_3"";d:50;}",金牛区,西门,一环内,576,2001,43,1.8,27300,./Uploads/thumb/2016-03-07/56dcec35d8ed7.jpg,./Uploads/ico/2017-10-26/59f176b6b1d9a.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.077585,30.687204,开启,2016年03月04日 16点58分06秒,杨镰齐,2017年12月20日 14点43分18秒,杨镰齐,
,,,,安居苑,,开启,门贴,成都众燚,4,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,5645,水乡嘉苑,安置房四期C区(水乡嘉苑),安置房四期C区(水乡嘉苑),高级住宅,开启,门贴,成都众燚,33,15,11,华裕路9号,,99,33,15,11,0,0,"a:1:{s:7:""media_3"";d:100;}",成华区,东方,,500,2009,0,0,13800,./Uploads/ico/2018-05-18/m_5afe90536688d.jpg,./Uploads/ico/2018-05-18/5afe90536688d.jpg,,./Uploads/ico/2018-05-18/5afe9056dba27.jpg,104.18252,30.69479,开启,1970年01月01日 08点00分00秒,,2018年05月18日 16点35分53秒,杨镰齐,
成都,3793,删除,昂立大厦,,写字楼,,,,,,,清江东路134号,,99,0,0,0,0,0,a:0:{},青羊区,西门,一环至二环,450,2012,43,1.6,25600,./Uploads/thumb/2016-06-06/5754ee2293e0e.jpg,./Uploads/ico/2016-06-06/5754ee2293e0e.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.03276,30.66901,禁用,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分03秒,杨镰齐,
成都,4736,删除,昂立大厦.商业广场,,商业中心,,,,,,,清江中路134号,,99,0,0,0,0,0,a:0:{},青羊区,西门,一环至二环,500,2010,80,5,30000,./Uploads/thumb/2017-03-09/58c1114591eab.jpg,./Uploads/ico/2017-03-09/58c1114591eab.jpg,./Uploads/ico/2017-03-09/58c1114592113.jpg,./Uploads/ico/2017-03-09/58c11145922fc.jpg,104.031932,30.66918,禁用,2017年01月12日 13点35分34秒,yanglianqi,2017年12月20日 14点44分18秒,杨镰齐,
成都,6290,傲城公寓楼,傲城（公寓楼）,傲城（公寓楼）,高级住宅,开启,电梯框架,分众传媒,58,29,16,犀浦校园路东段111号,,199,58,29,16,0,2,"a:1:{s:7:""media_1"";d:100;}",郫都区,,,9000,2000,0,0,15566,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,103.990063,30.752822,开启,1970年01月01日 08点00分00秒,,1970年01月01日 08点00分00秒,,
成都,6291,傲城写字楼,傲城（写字楼）,傲城（写字楼）,写字楼,开启,电梯框架,分众传媒,4,1,1,犀浦校园路东段111号,,199,4,1,1,0,2,"a:1:{s:7:""media_1"";d:100;}",郫都区,,,1173,2002,0,0,15566,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,103.990063,30.752822,开启,1970年01月01日 08点00分00秒,,1970年01月01日 08点00分00秒,,
成都,897,傲仕门,傲仕门,傲仕门,商住楼,开启,电梯框架,分众传媒,2,1,1,电信路28号,,199,2,1,1,0,2,"a:2:{s:7:""media_1"";d:50;s:7:""media_3"";d:50;}",武侯区,东方,,500,2010,46,1.2,27420,./Uploads/ico/2018-04-10/m_5acc61e664f5b.jpg,./Uploads/ico/2018-04-10/5acc61e664f5b.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.059804,30.637652,开启,2016年04月26日 11点47分17秒,yanglianqi,2018年04月10日 15点04分11秒,杨镰齐,
,,,,傲仕门公馆,,开启,门贴,盛世华腾,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,3536,,奥克斯广场,奥克斯广场,写字楼,禁用,电梯框架,分众传媒,6,3,3,锦城大道666号,,199,0,0,0,0,2,a:0:{},高新区,南门,三环外,700,2014,33,2.5,22000,./Uploads/thumb/2017-03-23/58d378c1ea594.jpg,./Uploads/ico/2017-03-23/58d378c1ea594.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.062143,30.576433,禁用,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点43分58秒,杨镰齐,
,,,,奥克斯广场(写字楼),,禁用,电梯框架,博景传媒,19,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,3538,奥克斯广场商场,奥克斯广场（商场）,奥克斯广场（商场）,商住楼,开启,电梯框架,分众传媒,12,1,1,锦城大道666号,,199,12,1,1,0,2,"a:1:{s:7:""media_1"";d:100;}",高新区,南门,三环外,469,2010,45,2.5,29700,./Uploads/thumb/2016-11-08/58217549c76d4.jpg,./Uploads/ico/2016-11-08/58217549c76d4.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.062143,30.576433,开启,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点43分58秒,杨镰齐,
,,,,奥克斯商场,,禁用,电梯框架,博景传媒,15,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,3537,奥克斯广场住宅,奥克斯广场（住宅）,奥克斯广场（住宅）,商住楼,禁用,电梯框架,分众传媒,16,7,7,锦城大道666号,,199,0,0,0,0,2,a:0:{},高新区,南门,三环外,700,2012,45,2.5,29700,./Uploads/thumb/2016-11-08/5821755bb6558.jpg,./Uploads/ico/2016-11-08/5821755bb6558.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.062143,30.576433,禁用,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点43分58秒,杨镰齐,
,,,,奥克斯广场住宅楼,,禁用,电梯框架,博景传媒,16,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,4442,奥克斯国际寓所,奥克斯国际寓所,奥克斯国际寓所,商住楼,禁用,电梯框架,新潮,16,7,7,锦城大道666号,,99,0,0,0,0,0,a:0:{},高新区,南门,三环外,700,2012,45,2.5,29700,./Uploads/ico/2017-05-09/m_59118776db179.jpg,./Uploads/ico/2017-05-09/59118776db179.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.070635,30.654341,禁用,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分15秒,杨镰齐,
成都,4202,澳林春天,澳林春天,澳林春天,普通住宅,开启,电梯框架,分众传媒,18,9,1,五里墩108号,,199,18,9,1,0,2,"a:1:{s:7:""media_1"";d:100;}",金牛区,西门,二环至三环,684,2010,29,1.5,17600,./Uploads/thumb/2016-11-16/582c02825a1f9.jpg,./Uploads/ico/2016-11-16/582c02825a1f9.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.036901,30.689618,开启,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分10秒,杨镰齐,
,,,,奥林春天,,禁用,电子屏,新潮,18,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,2011,澳龙名城,澳龙名城,澳龙名城,高级住宅,开启,电梯框架,分众传媒,40,25,10,牛沙北路171号,,199,40,25,10,0,2,"a:2:{s:7:""media_1"";d:50;s:7:""media_3"";d:50;}",锦江区,东门,二环至三环,1500,2010,48,1.3,30030,./Uploads/ico/2016-04-26/571f1e4de5bca.jpg,./Uploads/ico/2016-04-26/571f1e4de5bca.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.111574,30.629608,开启,2016年07月29日 10点47分19秒,yanglianqi,2017年12月20日 14点43分44秒,杨镰齐,
,,,,澳龙名城,,开启,门贴,正合门道,40,25,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,169,澳深花园,澳深花园,澳深花园,高级住宅,禁用,电梯框架,精视传媒,2,2,1,玉双路7号,,99,0,0,0,0,0,a:0:{},成华区,东门,一环内,1178,2005,42,0.6,25200,./Uploads/thumb/2016-03-07/56dd1e31c34a7.jpg,./Uploads/ico/2016-03-07/56dd1e31c34a7.JPG,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.09464,30.65587,禁用,2016年03月04日 16点58分06秒,yanglianqi,2017年12月20日 14点43分19秒,杨镰齐,
成都,4936,澳深天健园A区,澳深天健园A区,澳深天健园A区,普通住宅,开启,等候区框架,厅阅传媒,0,15,4,建设北路三段259号,,99,0,15,4,0,0,"a:1:{s:7:""media_5"";d:100;}",成华区,北门,一环至二环,500,2003,50,0.5,12240,./Uploads/thumb/2017-03-09/58c10ee52e301.jpg,./Uploads/ico/2017-03-09/58c10ee52e301.JPG,./Uploads/ico/2017-03-10/58c27e6fc78b2.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.119946,30.679016,开启,2017年01月12日 17点32分10秒,yanglianqi,2017年12月20日 14点44分23秒,杨镰齐,多层住宅小区
成都,4937,澳深天健园B区,澳深天健园B区,澳深天健园B区,普通住宅,开启,等候区框架,厅阅传媒,0,3,1,建设北路三段261号,,99,0,3,1,0,0,"a:1:{s:7:""media_5"";d:100;}",成华区,北门,一环至二环,500,2003,50,0.5,12240,./Uploads/thumb/2017-03-09/58c10ef5341ae.jpg,./Uploads/ico/2017-03-09/58c10ef5341ae.JPG,./Uploads/ico/2017-03-10/58c27e6fc78b2.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.119946,30.679016,开启,2017年01月12日 17点32分10秒,yanglianqi,2017年12月20日 14点44分23秒,杨镰齐,多层住宅小区
成都,5976,八二一新都小区,八二一新都小区,八二一新都小区,普通住宅,开启,电梯框架,飞廉传媒,34,17,8,电子路段311号,,99,34,17,8,0,0,"a:1:{s:7:""media_1"";d:100;}",新都区,,,2226,2010,20,0,6000,./Uploads/ico/2018-02-07/5a7a9d262b22d.jpg,./Uploads/ico/2018-02-07/5a7a9d262b22d.jpg,,./Uploads/ico/2018-02-07/5a7a9d2b6e034.jpg,104.161378,30.815389,开启,1970年01月01日 08点00分00秒,,1970年01月01日 08点00分00秒,,
成都,5962,八号公寓,八号公寓,八号公寓,普通住宅,开启,电梯框架,飞廉传媒,4,2,1,三河承顺街178号,,99,4,2,1,0,0,"a:1:{s:7:""media_1"";d:100;}",新都区,,,150,2013,20,0,6000,./Uploads/ico/2018-02-07/5a7a9d262b22d.jpg,./Uploads/ico/2018-02-07/5a7a9d262b22d.jpg,,./Uploads/ico/2018-02-07/5a7a9d2b6e034.jpg,104.129025,30.782336,开启,1970年01月01日 08点00分00秒,,1970年01月01日 08点00分00秒,,
成都,170,八里锦汇,八里锦汇,八里锦汇,高级住宅,开启,电梯框架,精视传媒,4,2,2,桃林街5号,房产中介-商品房,99,4,2,2,0,0,"a:1:{s:7:""media_1"";d:100;}",成华区,北门,二环至三环,933,2013,33,1.8,19800,./Uploads/thumb/2016-03-07/56dd1e910bf50.jpg,./Uploads/ico/2016-03-07/56dd1e910bf50.JPG,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.115429,30.680545,开启,2016年03月04日 16点58分06秒,yanglianqi,2017年12月20日 14点43分19秒,杨镰齐,
成都,4388,八里阳光,八里阳光,八里阳光,高级住宅,开启,电梯框架,精视传媒,14,7,1,二环路东一段怡福巷13号,,99,14,7,1,0,0,"a:1:{s:7:""media_1"";d:100;}",成华区,东门,二环至三环,1800,2007,30,2.5,25200,./Uploads/thumb/2016-04-07/5705bd40cd5d0.jpg,./Uploads/ico/2016-04-07/5705bd40cd5d0.JPG,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.106756,30.682632,开启,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分14秒,杨镰齐,
,,,,八里阳光,,禁用,电子屏,新潮,14,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,八里阳光,,开启,电梯框架,经典视线,14,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,4078,八里阳光,八里阳光1栋,八里阳光,普通住宅,禁用,电梯框架,经典视线,14,7,1,怡福巷13号,,99,0,0,0,0,0,a:0:{},成华区,北门,二环至三环,522,2008,28,1.6,14940,./Uploads/thumb/2016-11-11/5825337f136e8.jpg,./Uploads/ico/2016-11-11/5825337f136e8.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.106776,30.682212,禁用,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分07秒,杨镰齐,
成都,3820,巴黎阳光,巴黎阳光,巴黎阳光,高级住宅,禁用,电子屏,博景传媒,10,10,5,广福桥北街1号,,99,11,23,5,0,0,"a:2:{s:7:""media_1"";d:32;s:7:""media_5"";d:68;}",武侯区,南门,二环至三环,588,2006,51,2.5,27389,./Uploads/thumb/2016-03-05/56da7f9eb2a42.jpg,./Uploads/ico/2017-10-26/59f1a39192f79.JPG,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.032913,30.640458,开启,1970年01月01日 08点00分00秒,杨镰齐,2017年12月20日 14点44分04秒,杨镰齐,
,,,,巴黎阳光,,开启,电梯框架,精视传媒,11,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,巴黎阳光,,开启,等候区框架,厅阅传媒,0,23,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,376,白鸽岛尚商务办公区,白鸽岛尚商务办公区,白鸽岛尚商务办公区,商住楼,开启,电梯框架,精视传媒,4,3,2,蜀西路69号,,99,4,3,2,0,0,"a:1:{s:7:""media_1"";d:100;}",金牛区,西门,三环外,900,2011,43,1.6,25600,./Uploads/thumb/2016-03-07/56dceae2e42f0.jpg,./Uploads/ico/2016-03-07/56dceae2e42f0.JPG,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,103.995812,30.708514,开启,2016年03月04日 16点58分06秒,yanglianqi,2017年12月20日 14点43分20秒,杨镰齐,
成都,4408,白鸽岛尚住宅楼,白鸽岛尚住宅楼,白鸽岛尚住宅楼,高级住宅,开启,电梯框架,精视传媒,32,16,9,蜀西路69号,,99,37,18,11,0,0,"a:2:{s:7:""media_1"";d:46;s:7:""media_3"";d:54;}",金牛区,西门,三环外,420,2011,42,1.5,25600,./Uploads/ico/2017-05-19/m_591eb84e55bf1.JPG,./Uploads/ico/2017-05-19/591eb84e55bf1.JPG,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,103.995866,30.70837,开启,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点44分14秒,杨镰齐,
,,,,白鸽岛尚,,禁用,电子屏,新潮,32,16,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,白鸽岛尚,,开启,门贴,中广众易,37,18,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,1569,,白鹤二期,,普通住宅,,,,,,,鹤祥路28号,,99,0,0,0,0,0,a:0:{},锦江区,东门,三环外,1080,2013,50,1.2,10500,./Uploads/thumb/2016-06-29/577338c980a32.jpg,./Uploads/ico/2016-06-29/577338c980a32.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.171758,30.613501,禁用,2016年06月29日 09点57分08秒,yanglianqi,2017年12月20日 14点43分37秒,杨镰齐,
成都,3556,白领尊邸,白领尊邸,白领尊邸,商住楼,开启,电梯框架,框框广告,4,2,1,西马道街40号,,99,4,2,1,0,0,"a:2:{s:7:""media_1"";d:50;s:7:""media_3"";d:50;}",青羊区,北门,一环至二环,255,2001,50,1.2,14040,./Uploads/thumb/2016-11-08/5821776d30f59.jpg,./Uploads/ico/2016-11-08/5821776d30f59.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.075688,30.675412,开启,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点43分59秒,杨镰齐,
,,,,白领尊邸,,禁用,电子屏,博景传媒,4,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,白领尊邸,,开启,门贴,成都众燚,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,1171,白马寺小区,白马寺小区,白马寺小区,商住楼,开启,电梯框架,四川城市纵横传播有限公司,12,8,4,武丁路9号,,99,12,11,4,0,0,"a:2:{s:7:""media_1"";d:48;s:7:""media_3"";d:52;}",金牛区,北门,一环内,1400,2003,33,1.6,19950,./Uploads/thumb/2016-05-18/573beaefc49b4.jpg,./Uploads/ico/2016-05-18/573beaefc49b4.JPG,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.064547,30.683558,开启,2016年05月18日 11点15分59秒,yanglianqi,2017年12月20日 14点43分31秒,杨镰齐,
,,,,白马寺,,开启,门贴,中广众易,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,白马寺小区,,开启,门贴,成都众燚,12,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,3471,白云花园,白云花园,白云花园（成都）,高级住宅,开启,电梯框架,分众传媒,26,13,13,高翔东路9号,,199,26,13,13,0,2,"a:1:{s:7:""media_1"";d:100;}",武侯区,南门,二环至三环,1408,2011,42,1.7,27720,./Uploads/thumb/2017-03-23/58d37abe6092b.jpg,./Uploads/ico/2017-03-23/58d37abe6092b.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.085828,30.607707,开启,1970年01月01日 08点00分00秒,yanglianqi,2017年12月20日 14点43分57秒,杨镰齐,
,,,,白云花园,,禁用,电子屏,博景传媒,26,13,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
成都,6437,删除,白云花园（成都）,,高级住宅,,,,,,,高翔东路9号,,199,0,0,0,0,0,a:0:{},武侯区,,,2208,2004,0,0,16978,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,./Uploads/ico/2016-09-28/57eb1e1cd1dec.jpg,,./Uploads/ico/2016-09-28/57eb1e1cd20a4.jpg,104.086797,30.606999,禁用,1970年01月01日 08点00分00秒,,1970年01月01日 08点00分00秒,,
